marca,modelo,numeracao,preco_atacado,preco_varejo,imagem_url,imagem_idx,fonte_url,min,max,imagem_local,cód.tenis,ocr_texto,__csv_origem,__marca,image2,image_link_github,image2_link_github
Adidas,FALCON 3.0,34 – 39,"R$ 80,00","R$ 150,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-6-1024x1024.jpg?ssl=1&resize=1200%2C1200,1.0,https://rickatacado.com/adidas/,34.0,39.0,TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-6-1024x1024.jpg,R:900-F3-09,R:900-F3-09,scraper_adidas.csv,Adidas,TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-5-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-6-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-5-1024x1024.jpg
Adidas,FALCON 3.0,34 – 39,"R$ 80,00","R$ 150,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ADIDAS-FALCON-ATACADO-R-900-F3.0-274-Photoroom-1024x1024.jpg?ssl=1&resize=1200%2C1200,3.0,https://rickatacado.com/adidas/,34.0,39.0,TENIS-ADIDAS-FALCON-ATACADO-R-900-F3.0-274-Photoroom-1024x1024.jpg,R:900-F3-274,sooo | . a R:900-F3-274,scraper_adidas.csv,Adidas,TENIS-ADIDAS-FALCON-ATACADO-R-900-F3.0-274-2-Photoroom-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F3.0-274-Photoroom-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F3.0-274-2-Photoroom-1024x1024.jpg
Adidas,FALCON 3.0,34 – 39,"R$ 80,00","R$ 150,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ADIDAS-FALCON-ATACADO-R900-F3.0-836-Photoroom-1024x1024.jpg?ssl=1&resize=1200%2C1200,5.0,https://rickatacado.com/adidas/,34.0,39.0,TENIS-ADIDAS-FALCON-ATACADO-R900-F3.0-836-Photoroom-1024x1024.jpg,R:900-F3-836,ee R:900-F3-836,scraper_adidas.csv,Adidas,TENIS-ADIDAS-FALCON-ATACADO-R900-F3.0-836-2-Photoroom-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R900-F3.0-836-Photoroom-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R900-F3.0-836-2-Photoroom-1024x1024.jpg
Adidas,Falcon 05,38 – 43,"R$ 85,00","R$ 170,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-4--1-1024x1024.jpg?ssl=1&resize=1200%2C1200,1.0,https://rickatacado.com/adidas/,38.0,43.0,TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-4--1-1024x1024.jpg,R:900-F5-243,3 | 4 R:900-F5-243,scraper_adidas.csv,Adidas,TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-5--1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-4--1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-5--1-1024x1024.jpg
Adidas,Falcon 05,38 – 43,"R$ 85,00","R$ 170,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-06-1-Photoroom-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,3.0,https://rickatacado.com/adidas/,38.0,43.0,TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-06-1-Photoroom-1-1024x1024.jpg,R:900-F5-06,R:900-F5-06,scraper_adidas.csv,Adidas,TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-06-2-Photoroom-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-06-1-Photoroom-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-06-2-Photoroom-1-1024x1024.jpg
Adidas,Falcon 05,38 – 43,"R$ 85,00","R$ 170,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-736-1-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,5.0,https://rickatacado.com/adidas/,38.0,43.0,TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-736-1-1-1024x1024.jpg,R:900-F5.05-736,R:900-F5.05-736,scraper_adidas.csv,Adidas,TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-736-2-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-736-1-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-736-2-1-1024x1024.jpg
Adidas,Falcon 05,38 – 43,"R$ 85,00","R$ 170,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-800-1-Photoroom-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,7.0,https://rickatacado.com/adidas/,38.0,43.0,TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-800-1-Photoroom-1-1024x1024.jpg,R:900-F5-800,R:900-F5-800,scraper_adidas.csv,Adidas,TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-800-2-Photoroom-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-800-1-Photoroom-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-800-2-Photoroom-1-1024x1024.jpg
Adidas,Falcon 05,34 – 39,"R$ 85,00","R$ 170,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-2--1024x1024.jpg?ssl=1&resize=1200%2C1200,9.0,https://rickatacado.com/adidas/,34.0,39.0,TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-2--1024x1024.jpg,R:900-F5-508,R:900-F5-508,scraper_adidas.csv,Adidas,TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-3--1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-2--1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-3--1024x1024.jpg
Adidas,Falcon 05,34 – 39,"R$ 85,00","R$ 170,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-4--2-1024x1024.jpg?ssl=1&resize=1200%2C1200,11.0,https://rickatacado.com/adidas/,34.0,39.0,TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-4--2-1024x1024.jpg,R:900-F5-243,3 | 4 R:900-F5-243,scraper_adidas.csv,Adidas,,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-4--2-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/nan
Adidas,Falcon 05,34 – 39,"R$ 85,00","R$ 170,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-5--2-1024x1024.jpg?ssl=1&resize=1200%2C1200,12.0,https://rickatacado.com/adidas/,34.0,39.0,TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-5--2-1024x1024.jpg,R:900-F5-243,- | R:900-F5-243,scraper_adidas.csv,Adidas,,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F3-5--2-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/nan
Adidas,Falcon 05,34 – 39,"R$ 85,00","R$ 170,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-07-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,13.0,https://rickatacado.com/adidas/,34.0,39.0,TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-07-1-1024x1024.jpg,R:900-F5.05-07,R:900-F5.05-07,scraper_adidas.csv,Adidas,TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-07-2-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-07-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ADIDAS-FALCON-ATACADO-R-900-F5-07-2-1024x1024.jpg
Adidas,Fórum Low 84,34 – 43,"R$ 75,00","R$ 150,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-01-2-Photoroom-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,1.0,https://rickatacado.com/adidas/,34.0,43.0,TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-01-2-Photoroom-1-1024x1024.jpg,R:900-FR-LOW-01,bee | R:900-FR-LOW-01,scraper_adidas.csv,Adidas,TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-01-Photoroom-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-01-2-Photoroom-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-01-Photoroom-1-1024x1024.jpg
Adidas,Fórum Low 84,34 – 43,"R$ 75,00","R$ 150,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-90-2-Photoroom-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,3.0,https://rickatacado.com/adidas/,34.0,43.0,TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-90-2-Photoroom-1-1024x1024.jpg,R:900-FR-LOW-30,R:900-FR-LOW-30,scraper_adidas.csv,Adidas,,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-90-2-Photoroom-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/nan
Adidas,Fórum Low 84,34 – 43,"R$ 75,00","R$ 150,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-90-Photoroom-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,4.0,https://rickatacado.com/adidas/,34.0,43.0,TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-90-Photoroom-1-1024x1024.jpg,R:900-FR-LOW-90,nyo . NA a wT R:900-FR-LOW-90,scraper_adidas.csv,Adidas,,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-90-Photoroom-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/nan
Adidas,Fórum Low 84,34 – 39,"R$ 75,00","R$ 150,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-739-2-Photoroom-1024x1024.jpg?ssl=1&resize=1200%2C1200,5.0,https://rickatacado.com/adidas/,34.0,39.0,TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-739-2-Photoroom-1024x1024.jpg,R:900-FR-LOW-739,- | R:900-FR-LOW-739,scraper_adidas.csv,Adidas,TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-739-Photoroom-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-739-2-Photoroom-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-739-Photoroom-1024x1024.jpg
Adidas,Fórum Low 84,34 – 39,"R$ 75,00","R$ 150,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-1023-2-Photoroom-1024x1024.jpg?ssl=1&resize=1200%2C1200,7.0,https://rickatacado.com/adidas/,34.0,39.0,TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-1023-2-Photoroom-1024x1024.jpg,R:900-FR-LOW-1023,zs | R:900-FR-LOW-1023,scraper_adidas.csv,Adidas,TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-1023-Photoroom-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-1023-2-Photoroom-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-FORUM-84-R900-FR-LOW-1023-Photoroom-1024x1024.jpg
Adidas,Fórum Low 84,34 – 39,"R$ 75,00","R$ 150,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-01-at-09.47.43-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,9.0,https://rickatacado.com/adidas/,34.0,39.0,WhatsApp-Image-2025-09-01-at-09.47.43-1-1024x1024.jpg,R:900-FR-LOW-93,Perms | R:900-FR-LOW-93,scraper_adidas.csv,Adidas,WhatsApp-Image-2025-09-01-at-09.47.43-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/WhatsApp-Image-2025-09-01-at-09.47.43-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/WhatsApp-Image-2025-09-01-at-09.47.43-1024x1024.jpg
Adidas,Gazelle,34 – 40,"R$ 135,00","R$ 270,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ATACADO-ADIDAD-GAZELLE-R-900-GZL-29-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,1.0,https://rickatacado.com/adidas/,34.0,40.0,TENIS-ATACADO-ADIDAD-GAZELLE-R-900-GZL-29-1-1024x1024.jpg,R:900-GLZ-29,R:900-GLZ-29,scraper_adidas.csv,Adidas,TENIS-ATACADO-ADIDAD-GAZELLE-R-900-GZL-29-2-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAD-GAZELLE-R-900-GZL-29-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAD-GAZELLE-R-900-GZL-29-2-1024x1024.jpg
Adidas,Gazelle,34 – 40,"R$ 135,00","R$ 270,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ATACADO-ADIDAD-GAZELLE-R-900-GZL-75-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,3.0,https://rickatacado.com/adidas/,34.0,40.0,TENIS-ATACADO-ADIDAD-GAZELLE-R-900-GZL-75-1-1024x1024.jpg,R:900-GLZ-75,. | R:900-GLZ-75,scraper_adidas.csv,Adidas,TENIS-ATACADO-ADIDAD-GAZELLE-R-900-GZL-75-2-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAD-GAZELLE-R-900-GZL-75-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAD-GAZELLE-R-900-GZL-75-2-1024x1024.jpg
Adidas,Gazelle,34 – 40,"R$ 135,00","R$ 270,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ATACADO-ADIDAD-GAZELLE-R-900-GZL-834-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,5.0,https://rickatacado.com/adidas/,34.0,40.0,TENIS-ATACADO-ADIDAD-GAZELLE-R-900-GZL-834-1-1024x1024.jpg,R:900-GLZ-834,R:900-GLZ-834,scraper_adidas.csv,Adidas,TENIS-ATACADO-ADIDAD-GAZELLE-R-900-GZL-834-2-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAD-GAZELLE-R-900-GZL-834-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAD-GAZELLE-R-900-GZL-834-2-1024x1024.jpg
Adidas,Grazell ADV,34 – 39,"R$ 110,00","R$ 220,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-adidas-gazelle-R900-ADV-06-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,1.0,https://rickatacado.com/adidas/,34.0,39.0,tenis-atacado-adidas-gazelle-R900-ADV-06-1-1024x1024.jpg,R:900-ADV-06,i fe : . Ni q . R:900-ADV-06,scraper_adidas.csv,Adidas,tenis-atacado-adidas-gazelle-R900-ADV-06-2-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/tenis-atacado-adidas-gazelle-R900-ADV-06-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/tenis-atacado-adidas-gazelle-R900-ADV-06-2-1024x1024.jpg
Adidas,Grazell ADV,34 – 39,"R$ 110,00","R$ 220,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-adidas-gazelle-R900-ADV-65-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,3.0,https://rickatacado.com/adidas/,34.0,39.0,tenis-atacado-adidas-gazelle-R900-ADV-65-1-1024x1024.jpg,R:900-ADV-65,R:900-ADV-65,scraper_adidas.csv,Adidas,tenis-atacado-adidas-gazelle-R900-ADV-65-2-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/tenis-atacado-adidas-gazelle-R900-ADV-65-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/tenis-atacado-adidas-gazelle-R900-ADV-65-2-1024x1024.jpg
Adidas,Grazell ADV,34 – 39,"R$ 110,00","R$ 220,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-adidas-gazelle-R900-ADV-71-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,5.0,https://rickatacado.com/adidas/,34.0,39.0,tenis-atacado-adidas-gazelle-R900-ADV-71-1-1024x1024.jpg,R:900-ADV-71,R:900-ADV-71,scraper_adidas.csv,Adidas,tenis-atacado-adidas-gazelle-R900-ADV-71-2-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/tenis-atacado-adidas-gazelle-R900-ADV-71-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/tenis-atacado-adidas-gazelle-R900-ADV-71-2-1024x1024.jpg
Adidas,Grazell ADV,34 – 39,"R$ 110,00","R$ 220,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-adidas-gazelle-R900-ADV-641-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,7.0,https://rickatacado.com/adidas/,34.0,39.0,tenis-atacado-adidas-gazelle-R900-ADV-641-1-1024x1024.jpg,R:900-ADV-641,R:900-ADV-641,scraper_adidas.csv,Adidas,tenis-atacado-adidas-gazelle-R900-ADV-641-2-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/tenis-atacado-adidas-gazelle-R900-ADV-641-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/tenis-atacado-adidas-gazelle-R900-ADV-641-2-1024x1024.jpg
Adidas,Samba,34 – 43,"R$ 70,00","R$ 140,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-01-1-3-1024x1024.jpg?ssl=1&resize=1200%2C1200,1.0,https://rickatacado.com/adidas/,34.0,43.0,TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-01-1-3-1024x1024.jpg,R:900-SMB-01,R:900-SMB-01,scraper_adidas.csv,Adidas,TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-01-2-3-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-01-1-3-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-01-2-3-1024x1024.jpg
Adidas,Samba,34 – 43,"R$ 70,00","R$ 140,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-71-1-3-1024x1024.jpg?ssl=1&resize=1200%2C1200,3.0,https://rickatacado.com/adidas/,34.0,43.0,TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-71-1-3-1024x1024.jpg,R:900-SMB-71,R:900-SMB-71,scraper_adidas.csv,Adidas,TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-71-2-3-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-71-1-3-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-71-2-3-1024x1024.jpg
Adidas,Samba,34 – 43,"R$ 70,00","R$ 140,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-90-1-3-1024x1024.jpg?ssl=1&resize=1200%2C1200,5.0,https://rickatacado.com/adidas/,34.0,43.0,TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-90-1-3-1024x1024.jpg,R:900-SMB-90,a . : | R:900-SMB-90,scraper_adidas.csv,Adidas,TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-90-2-3-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-90-1-3-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-90-2-3-1024x1024.jpg
Adidas,Samba,34 – 43,"R$ 70,00","R$ 140,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-93-1-3-1024x1024.jpg?ssl=1&resize=1200%2C1200,7.0,https://rickatacado.com/adidas/,34.0,43.0,TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-93-1-3-1024x1024.jpg,R:900-SMB-93,S iF | R:900-SMB-93,scraper_adidas.csv,Adidas,TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-93-2-3-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-93-1-3-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-93-2-3-1024x1024.jpg
Adidas,Samba,34 – 43,"R$ 70,00","R$ 140,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-333-2-3-1024x1024.jpg?ssl=1&resize=1200%2C1200,9.0,https://rickatacado.com/adidas/,34.0,43.0,TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-333-2-3-1024x1024.jpg,R:900-SMB-333,R:900-SMB-333,scraper_adidas.csv,Adidas,TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-333-1-3-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-333-2-3-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-333-1-3-1024x1024.jpg
Adidas,Samba,34 – 43,"R$ 70,00","R$ 140,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-70-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,11.0,https://rickatacado.com/adidas/,34.0,43.0,TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-70-1-1024x1024.jpg,R:900-SMB-70,ee | v TT R:900-SMB-70,scraper_adidas.csv,Adidas,TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-70-2-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-70-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-70-2-1024x1024.jpg
Adidas,Samba,35 – 39,"R$ 70,00","R$ 140,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-06-1-1024x1024.jpg?ssl=1&resize=1200%2C1200,13.0,https://rickatacado.com/adidas/,35.0,39.0,TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-06-1-1024x1024.jpg,R:900-SMB-006,R:900-SMB-006 .,scraper_adidas.csv,Adidas,,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/TENIS-ATACADO-ADIDAS-SAMBA-R900-SMB-06-1-1024x1024.jpg,https://raw.githubusercontent.com/leandro7373/repositorio_git/main/imagens_sem_codigo/nan
