marca,modelo,numeracao,preco_atacado,preco_varejo,link_imagem1,link_imagem2,min,max
PUMA,PUMA SUEDE COURO,34-39,"R$ 150,00","R$ 300,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-COURO-R-350-SUD-06-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-COURO-R-350-SUD-06-2.png?fit=1200%2C1200&quality=80&ssl=1,34,39
PUMA,PUMA SUEDE COURO,34-39,"R$ 150,00","R$ 300,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-COURO-R-350-SUD-25-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-COURO-R-350-SUD-25-2.png?fit=1200%2C1200&quality=80&ssl=1,34,39
PUMA,PUMA SUEDE COURO,34-39,"R$ 150,00","R$ 300,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-COURO-R-350-SUD-834-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-COURO-R-350-SUD-834-2.png?fit=1200%2C1200&quality=80&ssl=1,34,39
PUMA,PUMA LAFRANCÉ,38-43,"R$ 120,00","R$ 240,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/PUMA-LA-FRANCE-1-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/PUMA-LA-FRANCE-1-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
PUMA,PUMA LAFRANCÉ,38-43,"R$ 120,00","R$ 240,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/PUMA-LA-FRANCE-2-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/PUMA-LA-FRANCE-2-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
PUMA,PUMA LAFRANCÉ,38-43,"R$ 120,00","R$ 240,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/PUMA-LA-FRANCE-3-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/PUMA-LA-FRANCE-3-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
PUMA,PUMA 180,38-43,"R$ 155,00","R$ 310,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/tenis-atacado-puma-180-R-350-180-25-1.jpg?fit=1200%2C1200&quality=89&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/tenis-atacado-puma-180-R-350-180-25-2.jpg?fit=1200%2C1200&quality=89&ssl=1,38,43
PUMA,PUMA 180,38-43,"R$ 155,00","R$ 310,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/tenis-atacado-puma-180-R-350-180-817-1.jpg?fit=1200%2C1200&quality=89&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/tenis-atacado-puma-180-R-350-180-817-2.jpg?fit=1200%2C1200&quality=89&ssl=1,38,43
PUMA,PUMA 180 CAM,38-43,"R$ 105,00","R$ 210,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-01-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-01-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
PUMA,PUMA 180 CAM,38-43,"R$ 105,00","R$ 210,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-06-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-06-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
PUMA,PUMA 180 CAM,38-43,"R$ 105,00","R$ 210,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-147-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-147-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
PUMA,PUMA 180 CAM,38-43,"R$ 105,00","R$ 210,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-681-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-681-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
PUMA,PUMA 180 CAM,34-39,"R$ 105,00","R$ 210,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-180-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-180-2.png?fit=1200%2C1200&quality=80&ssl=1,34,39
PUMA,PUMA 180 CAM,34-39,"R$ 105,00","R$ 210,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-634-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-634-2.png?fit=1200%2C1200&quality=80&ssl=1,34,39
PUMA,PUMA 180 CAM,34-39,"R$ 105,00","R$ 210,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-684-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-684-2.png?fit=1200%2C1200&quality=80&ssl=1,34,39
PUMA,PUMA 180 CAM,34-39,"R$ 105,00","R$ 210,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-685-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-685-2.png?fit=1200%2C1200&quality=80&ssl=1,34,39
PUMA,PUMA 180 CAM,34-39,"R$ 105,00","R$ 210,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-688-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-puma-180-CAM-R-350-688-2.png?fit=1200%2C1200&quality=80&ssl=1,34,39
PUMA,PUMA RS-Z,38-43,"R$ 80,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
PUMA,PUMA RS-Z,38-43,"R$ 80,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/5.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/6.png?fit=1200%2C1200&quality=80&ssl=1,38,43
PUMA,PUMA RS-Z,38-43,"R$ 80,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/9.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/10.png?fit=1200%2C1200&quality=80&ssl=1,38,43
PUMA,PUMA RS-Z,34-39,"R$ 80,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/3.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/4.png?fit=1200%2C1200&quality=80&ssl=1,34,39
PUMA,PUMA RS-Z,34-39,"R$ 80,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/7.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/8.png?fit=1200%2C1200&quality=80&ssl=1,34,39
REEBOK,REEBOK WR,38-43,"R$ 80,00","R$ 160,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-REEBOOK-WR-R-1250-510-01-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-REEBOOK-WR-R-1250-510-01-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
REEBOK,REEBOK WR,38-43,"R$ 80,00","R$ 160,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-REEBOOK-WR-R-1250-510-061-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-REEBOOK-WR-R-1250-510-061-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
REEBOK,REEBOK WR,38-43,"R$ 80,00","R$ 160,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-REEBOOK-WR-R-1250-510-414-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-REEBOOK-WR-R-1250-510-414-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
REEBOK,REEBOK WR,38-43,"R$ 80,00","R$ 160,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-REEBOOK-WR-R-1250-510-03-1-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-REEBOOK-WR-R-1250-510-03-2-1.png?fit=1200%2C1200&quality=80&ssl=1,38,43
REEBOK,REEBOK WR,38-43,"R$ 80,00","R$ 160,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-REEBOOK-WR-R-1250-510-77-1-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-REEBOOK-WR-R-1250-510-77-2-1.png?fit=1200%2C1200&quality=80&ssl=1,38,43
REEBOK,REEBOK WR,34-39,"R$ 80,00","R$ 160,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-REEBOOK-WR-R-1250-510-16-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-REEBOOK-WR-R-1250-510-16-2.png?fit=1200%2C1200&quality=80&ssl=1,34,39
HUGO BOSS,BOSS NEW COURO,38-43,"R$ 130,00","R$ 280,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-BOSS-NEW-COURO-RR-1650-B57-01-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-BOSS-NEW-COURO-RR-1650-B57-01-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
HUGO BOSS,BOSS NEW COURO,38-43,"R$ 130,00","R$ 280,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-BOSS-NEW-COURO-RR-1650-B57-52-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-BOSS-NEW-COURO-RR-1650-B57-52-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
HUGO BOSS,BOSS NEW COURO,38-43,"R$ 130,00","R$ 280,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-BOSS-NEW-COURO-RR-1650-B57-631-1-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-BOSS-NEW-COURO-RR-1650-B57-631-2-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,38,43
HUGO BOSS,BOSS COURO WN,38-43,"R$ 140,00","R$ 280,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ATACADO-BOSS-COURO-WN-R-R-1660-WN-29-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ATACADO-BOSS-COURO-WN-R-R-1660-WN-29-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
HUGO BOSS,BOSS COURO WN,38-43,"R$ 140,00","R$ 280,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ATACADO-BOSS-COURO-WN-R-R-1660-WN-169-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ATACADO-BOSS-COURO-WN-R-R-1660-WN-169-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
HUGO BOSS,BOSS COURO WN,38-43,"R$ 140,00","R$ 280,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ATACADO-BOSS-COURO-WN-R-R-1660-WN-647-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-ATACADO-BOSS-COURO-WN-R-R-1660-WN-647-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
HUGO BOSS,BOSS LOS ANGELES,38-43,"R$ 140,00","R$ 280,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/FABRICA-DE-TENIS-ATACADO-BOSS-LOS-ANGELES-R-1650-LOS-29-1-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/FABRICA-DE-TENIS-ATACADO-BOSS-LOS-ANGELES-R-1650-LOS-29-2-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,38,43
HUGO BOSS,BOSS LOS ANGELES,38-43,"R$ 140,00","R$ 280,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/FABRICA-DE-TENIS-ATACADO-BOSS-LOS-ANGELES-R-1650-LOS-465-1-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/FABRICA-DE-TENIS-ATACADO-BOSS-LOS-ANGELES-R-1650-LOS-465-2-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,38,43
HUGO BOSS,BOSS LOS ANGELES,38-43,"R$ 140,00","R$ 280,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/FABRICA-DE-TENIS-ATACADO-BOSS-LOS-ANGELES-R-1650-LOS-481-1-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/FABRICA-DE-TENIS-ATACADO-BOSS-LOS-ANGELES-R-1650-LOS-481-2-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,38,43
HUGO BOSS,BOSS COURO,38-43,"R$ 125, 00","R$ 290,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-BOSS-CARAMELO-ATACADO-R1650-BSS-01-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-BOSS-CARAMELO-ATACADO-R1650-BSS-01-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
HUGO BOSS,BOSS COURO,38-43,"R$ 125, 00","R$ 290,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-BOSS-CARAMELO-ATACADO-R1650-BSS-06-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-BOSS-CARAMELO-ATACADO-R1650-BSS-06-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
HUGO BOSS,BOSS COURO,38-43,"R$ 125, 00","R$ 290,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-BOSS-CARAMELO-ATACADO-R1650-BSS-47-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-BOSS-CARAMELO-ATACADO-R1650-BSS-47-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
HUGO BOSS,BOSS COURO,38-43,"R$ 125, 00","R$ 290,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-BOSS-CARAMELO-ATACADO-R1650-BSS-52-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/TENIS-BOSS-CARAMELO-ATACADO-R1650-BSS-52-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
EMPÓRIO ARMANI,ARMANI EXCHANGE,38 ao 43,"R$ 140,00","R$ 300,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-armani-exchanche-R2500-EXG-01-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-armani-exchanche-R2500-EXG-01-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
EMPÓRIO ARMANI,ARMANI EXCHANGE,38 ao 43,"R$ 140,00","R$ 300,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-armani-exchanche-R2500-EXG-26-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-armani-exchanche-R2500-EXG-26-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
EMPÓRIO ARMANI,ARMANI EXCHANGE,38 ao 43,"R$ 140,00","R$ 300,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-armani-exchanche-R2500-EXG-70-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-armani-exchanche-R2500-EXG-70-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
EMPÓRIO ARMANI,ARMANI EA7,38 ao 43,"R$ 165,00","R$ 350,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACXADO-ARMINI-EA7-R-2500-EA7-06-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACXADO-ARMINI-EA7-R-2500-EA7-06-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
EMPÓRIO ARMANI,ARMANI EA7,38 ao 43,"R$ 165,00","R$ 350,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACXADO-ARMINI-EA7-R-2500-EA7-25-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACXADO-ARMINI-EA7-R-2500-EA7-25-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
EMPÓRIO ARMANI,ARMANI XUX,38 ao 43,"R$ 170,00","R$ 350,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/12-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/12-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
EMPÓRIO ARMANI,ARMANI XUX,38 ao 43,"R$ 170,00","R$ 350,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Armani-XUX-R-2500-XUX-90-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Armani-XUX-R-2500-XUX-90-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
EMPÓRIO ARMANI,ARMANI XUX,38 ao 43,"R$ 170,00","R$ 350,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Armani-XUX-R-2500-XUX-418-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Armani-XUX-R-2500-XUX-418-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
EMPÓRIO ARMANI,ARMANI XUX,38 ao 43,"R$ 170,00","R$ 350,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/WhatsApp-Image-2025-08-05-at-10.24.09-Photoroom.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/WhatsApp-Image-2025-08-05-at-10.24.25-Photoroom.png?fit=1200%2C1200&quality=80&ssl=1,38,43
OAKLEY,GRANADIER,38-43,"R$ 125,00","R$ 290,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/Tenis-Atacado-Oakley-Granadier-R-800-GRD-26-2.jpg?fit=1200%2C1200&quality=89&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/Tenis-Atacado-Oakley-Granadier-R-800-GRD-26-3.jpg?fit=1200%2C1200&quality=89&ssl=1,38,43
OAKLEY,GRANADIER,38-43,"R$ 125,00","R$ 290,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/Tenis-Atacado-Oakley-Granadier-R-800-GRD-29-1.jpg?fit=1200%2C1200&quality=89&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/Tenis-Atacado-Oakley-Granadier-R-800-GRD-29-2.jpg?fit=1200%2C1200&quality=89&ssl=1,38,43
OAKLEY,GRANADIER,38-43,"R$ 125,00","R$ 290,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/Tenis-Atacado-Oakley-Granadier-R-800-GRD-817-1.jpg?fit=1200%2C1200&quality=89&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/07/Tenis-Atacado-Oakley-Granadier-R-800-GRD-817-2.jpg?fit=1200%2C1200&quality=89&ssl=1,38,43
NEW BALANCE,NEW BALANCE 327,38-43,"R$ 140,00","R$ 300,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/06/7-Photoroom-1.jpg?fit=1200%2C1200&quality=89&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/06/8-Photoroom-1.jpg?fit=1200%2C1200&quality=89&ssl=1,38,43
NEW BALANCE,NEW BALANCE 327,38-43,"R$ 140,00","R$ 300,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/06/11-Photoroom-2.jpg?fit=1200%2C1200&quality=89&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/06/12-Photoroom-Photoroom.jpg?fit=1200%2C1200&quality=89&ssl=1,38,43
NEW BALANCE,NEW BALANCE 327,38-43,"R$ 140,00","R$ 300,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/06/9-Photoroom-Photoroom-1.jpg?fit=1200%2C1200&quality=89&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/06/10-Photoroom-Photoroom-1.jpg?fit=1200%2C1200&quality=89&ssl=1,38,43
NEW BALANCE,NEW BALANCE 327,38-43,"R$ 140,00","R$ 300,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/06/TENIS-NEW-BALANCE-327-R-600-327-09-4-Photoroom.jpg?fit=1200%2C1200&quality=89&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/06/TENIS-NEW-BALANCE-327-R-600-327-09-3-Photoroom.jpg?fit=1200%2C1200&quality=89&ssl=1,38,43
NEW BALANCE,NEW BALANCE 327,35-40,"R$ 140,00","R$ 300,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/06/NEW-BALANCE-327-1-1-Photoroom.jpg?fit=1200%2C1200&quality=89&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/06/NEW-BALANCE-327-1-2-Photoroom.jpg?fit=1200%2C1200&quality=89&ssl=1,35,40
NEW BALANCE,NEW BALANCE 327,35-40,"R$ 140,00","R$ 300,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/06/NEW-BALANCE-327-1-5-Photoroom.jpg?fit=1200%2C1200&quality=89&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/06/NEW-BALANCE-327-1-6-Photoroom.jpg?fit=1200%2C1200&quality=89&ssl=1,35,40
NEW BALANCE,NEW BALANCE 327,35-40,"R$ 140,00","R$ 300,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/06/NEW-BALANCE-327-1-3-Photoroom-1.jpg?fit=1200%2C1200&quality=89&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/06/NEW-BALANCE-327-1-4-Photoroom-1.jpg?fit=1200%2C1200&quality=89&ssl=1,35,40
NEW BALANCE,NEW BALANCE CT,34-39,"R$ 75,00","R$ 150,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-NEW-BALANCE-CT-R-600-CT-632-1-Photoroom.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-NEW-BALANCE-CT-R-600-CT-632-2-Photoroom.png?fit=1200%2C1200&quality=80&ssl=1,34,39
NEW BALANCE,NEW BALANCE CT,34-39,"R$ 75,00","R$ 150,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/1-Photoroom.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/2-Photoroom.png?fit=1200%2C1200&quality=80&ssl=1,34,39
NEW BALANCE,NEW BALANCE ELITE,38-43,"R$ 210,00","R$ 420,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-DE-CORRIDA-NEW-BALANCE-R-600-ELITE-429-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-DE-CORRIDA-NEW-BALANCE-R-600-ELITE-429-2.png?fit=1200%2C1200&quality=80&ssl=1,38,43
NEW BALANCE,NEW BALANCE ELITE,38-43,"R$ 210,00","R$ 420,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-DE-CORRIDA-NEW-BALANCE-R-600-ELITE-06-1.png?fit=690%2C692&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-DE-CORRIDA-NEW-BALANCE-R-600-ELITE-06-2.png?fit=691%2C691&quality=80&ssl=1,38,43
NEW BALANCE,NEW BALANCE ELITE,34-39,"R$ 210,00","R$ 420,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-DE-CORRIDA-NEW-BALANCE-R-600-ELITE-661-1.png?fit=1200%2C1200&quality=80&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-DE-CORRIDA-NEW-BALANCE-R-600-ELITE-661-2.png?fit=1200%2C1200&quality=80&ssl=1,34,39
